OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;TaxParcelIdentificationNumber;Location;CouncilDistrictCode;Neighborhood;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;YearsENERGYSTARCertified;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);OtherFuelUse(kBtu);GHGEmissions(MetricTonsCO2e);GHGEmissionsIntensity(kgCO2e/ft2);DefaultData;Comment;ComplianceStatus;Outlier;2010 Census Tracts;Seattle Police Department Micro Community Policing Plan Areas;City Council Districts;SPD Beats;Zip Codes;F48;F49;F50;F51;F52;F53;F54;F55;F56;F57;F58;F59;F60;F61;F62;F63;F64;F65;F66;F67;F68;F69;F70;F71;F72;F73;F74;Address;City;State;ZipCode;Latitude;Longitude;Comments;TotalGHGEmissions;GHGEmissionsIntensity;File Paths
27970;2015;Multifamily MR (5-9);Mid-Rise Multifamily;OLIVE RIDGE;7234601120;"""{'latitude': '47.61688482'";'longitude': '-122.3095746';"'human_address': '{""""address"""": """"1700 17TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;CENTRAL;1969;1;7;72716;0;72716;Multifamily Housing;Multifamily Housing;72716;;;;;;30.00;40.80;47,9;108,7;129,8;2964206;3479677;0;671953;2292797;6715;671504;0;51.65;0,57;Yes;;Compliant;;;9;;6;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
27977;2015;Multifamily MR (5-9);Mid-Rise Multifamily;VIEWS AT MADISON VISTA;7234601325;"""{'latitude': '47.61589009'";'longitude': '-122.3078278';"'human_address': '{""""address"""": """"1617 19TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;CENTRAL;2002;1;5;73495;26600;46895;"""Multifamily Housing";Parking;"Retail Store""";Multifamily Housing;44725;Parking;26600;Retail Store;2170;;;54,7;61,9;82,8;94,8;2564356;2904349;0;166797;569134;19952;1995246;0;109.94;1.46;No;;Compliant;;;9;;8;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
27981;2015;Multifamily LR (1-4);Low-Rise Multifamily;Union 18 Apartments;7234601475;"""{'latitude': '47.61256642'";'longitude': '-122.3084619';"'human_address': '{""""address"""": """"1140 18TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;CENTRAL;1969;1;3;37824;0;37824;Multifamily Housing;Multifamily Housing;37824;;;;;;;23.10;26,3;61,7;72;871907;995747;0;198975;678932;1930;193003;0;14.98;0,32;No;;Compliant;;;9;;8;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
27982;2015;NonResidential;Small- and Mid-Sized Office;OFFICE BUILDING;4310701210;"""{'latitude': '47.69889975'";'longitude': '-122.3416102';"'human_address': '{""""address"""": """"9620 STONE AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98103""""}'}""";5;NORTHWEST;1982;1;3;25111;0;25111;"""Non-Refrigerated Warehouse";Office;"Parking""";Office;14256;Non-Refrigerated Warehouse;7850;Parking;0;;81;38,6;38,6;91,2;91,2;853454;853454;0;157058;535906;3176;317571;0;20.6;0.73;No;;Compliant;;;46;;34;18377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
27984;2015;Multifamily MR (5-9);Mid-Rise Multifamily;OAK VIEW APARTMENT;4310701280;"""{'latitude': '47.69842614'";'longitude': '-122.3416254';"'human_address': '{""""address"""": """"9514 STONE AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98103""""}'}""";5;NORTHWEST;2008;1;6;29216;12620;16596;Multifamily Housing;Multifamily Housing;29216;;;;;;46.00;31.30;34,8;98,2;109,1;913899;1015535;0;267848;913937;0;0;0;6.37;0,08;Yes;;Compliant;;;46;;34;18377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
27985;2015;Multifamily LR (1-4);Low-Rise Multifamily;LICTON SPRINGS APT;4310701340;"""{'latitude': '47.69838396'";'longitude': '-122.3411261';"'human_address': '{""""address"""": """"9515 INTERLAKE AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98103""""}'}""";5;NORTHWEST;1987;1;3;34023;8685;25338;;;;;;;;;96.00;20.60;22,1;64,5;69,5;699376;752612;0;204975;699405;0;0;0;4.88;0,05;No;;Compliant;;;46;;34;18377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
27987;2015;Multifamily LR (1-4);Low-Rise Multifamily;CAROLYN COURT APTS;4310701525;"""{'latitude': '47.69830228'";'longitude': '-122.340489';"'human_address': '{""""address"""": """"9512 INTERLAKE AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98103""""}'}""";5;NORTHWEST;1989;1;3;23448;5748;17700;"""Multifamily Housing";"Parking""";Multifamily Housing;17700;Parking;5748;;;;99.00;21,8;24;68,4;75,2;385719;423993;0;113048;385735;0;0;0;2,69;0.04;No;;Compliant;;;46;;34;18377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
27996;2015;Multifamily LR (1-4);Low-Rise Multifamily;THE KENNEY;4315700240;"""{'latitude': '47.53902288'";'longitude': '-122.3917534';"'human_address': '{""""address"""": """"7125 FAUNTLEROY WAY SW""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98136""""}'}""";1;SOUTHWEST;1951;1;4;203155;9455;193700;"""Hospital (General Medical & Surgical)";Multifamily Housing;"Parking""";Multifamily Housing;177686;Hospital (General Medical & Surgical);16014;Parking;9455;;;40,6;42,4;104,7;110,5;7860942;8216813;0;1686112;5753253;21079;2107928;0;152.06;0.63;No;;Compliant;;;37;;51;17916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28001;2015;Multifamily LR (1-4);Low-Rise Multifamily;WEST WINDS APTS;4315700727;"""{'latitude': '47.54006193'";'longitude': '-122.3949796';"'human_address': '{""""address"""": """"7050 LINCOLN PARK WAY SW""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98136""""}'}""";1;SOUTHWEST;1963;1;4;22984;0;22984;"""Multifamily Housing";"Parking""";Multifamily Housing;22984;Parking;4500;;;;49.00;28,1;31,9;88,2;100,1;645756;732626;0;189260;645783;0;0;0;4,5;0.08;No;;Compliant;;;37;;51;17916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28002;2015;Multifamily LR (1-4);Low-Rise Multifamily;HALCYON APTS;4315700729;"""{'latitude': '47.53987578'";'longitude': '-122.3946511';"'human_address': '{""""address"""": """"7060 LINCOLN PARK WAY SW""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98136""""}'}""";1;SOUTHWEST;1968;1;4;26342;4878;21464;"""Multifamily Housing";"Parking""";Multifamily Housing;23200;Parking;9300;;;;96.00;25,6;28,5;80,3;89,5;593042;660959;0;173811;593067;0;0;0;4,13;0.06;No;;Compliant;;;37;;51;17916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28006;2015;Multifamily LR (1-4);Low-Rise Multifamily;THE PITTSBURGH;6815500000;"""{'latitude': '47.61949288'";'longitude': '-122.3544192';"'human_address': '{""""address"""": """"117 JOHN ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;MAGNOLIA / QUEEN ANNE;1907;1;3;24329;0;24329;"""Multifamily Housing";"Parking""";Multifamily Housing;24329;Parking;0;;;;65.00;91,4;110,7;126,2;148,3;2222906;2693046;0;103386;352767;18702;1870154;0;101,78;4.12;No;;Compliant;High Outlier;;50;;40;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28007;2015;Multifamily LR (1-4);Low-Rise Multifamily;ADWAS;6816200000;"""{'latitude': '47.69194579'";'longitude': '-122.3178462';"'human_address': '{""""address"""": """"8623 ROOSEVELT WAY NE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98115""""}'}""";5;NORTH;2006;1;4;29588;0;29588;"""Multifamily Housing";"Office""";Multifamily Housing;21000;Office;9000;;;;;41,9;46,1;94;100,1;1256360;1381762;0;210333;717685;5387;538704;0;33,61;1.03;No;;Compliant;;;46;;28;18792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28008;2015;Multifamily MR (5-9);Mid-Rise Multifamily;PLAZA DEL SOL;6817860000;"""{'latitude': '47.61963986'";'longitude': '-122.3231605';"'human_address': '{""""address"""": """"1701 E OLIVE WAY""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98102""""}'}""";3;EAST;1993;1;6;82519;0;82519;Multifamily Housing;Multifamily Housing;62486;;;;;;72.00;40.80;47,6;102;112,2;2549892;2973458;0;518018;1767550;7824;782415;0;53.88;0,56;No;;Compliant;;;8;;5;18376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28009;2015;Multifamily MR (5-9);Mid-Rise Multifamily;PLAZA ROYALE CONDOMINIUM;6817900000;"""{'latitude': '47.62828712'";'longitude': '-122.3570865';"'human_address': '{""""address"""": """"1001 QUEEN ANNE AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;MAGNOLIA / QUEEN ANNE;1970;1;6;37843;0;37843;Multifamily Housing;Multifamily Housing;37843;;;;;;95.00;39.30;46,4;71,9;84,6;1486270;1757233;0;162789;555461;9308;930833;0;53.31;1,35;Yes;;Compliant;;;50;;40;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28014;2015;Multifamily LR (1-4);Low-Rise Multifamily;PLEASANT VALLEY PLAZA;6821100660;"""{'latitude': '47.65439456'";'longitude': '-122.4013372';"'human_address': '{""""address"""": """"3801 34TH AVE W""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98199""""}'}""";7;MAGNOLIA / QUEEN ANNE;1984;1;3;35787;0;35787;Multifamily Housing;Multifamily Housing;35787;;;;;;76.00;25.30;28,4;79,6;89,3;906909;1017382;0;265800;906947;0;0;0;6.32;0,07;Yes;;Compliant;;;33;;27;18235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28019;2015;NonResidential;Worship Facility;OUR LADY OF FATIMA CHURCH & RECTORY;6822100520;"""{'latitude': '47.64830867'";'longitude': '-122.3999978';"'human_address': '{""""address"""": """"3218 W BARRETT ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98199""""}'}""";7;MAGNOLIA / QUEEN ANNE;1953;1;2;31805;0;31805;Worship Facility;Worship Facility;31805;;;;;;15.00;47.40;59,6;74,5;89,8;1507168;1895726;0;110572;377287;11299;1129897;0;62.64;1,92;Yes;;Compliant;;;33;;27;18235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28020;2015;NonResidential;K-12 School;OUR LADY OF FATIMA SCHOOL & GYM;6822100520;"""{'latitude': '47.64830867'";'longitude': '-122.3999978';"'human_address': '{""""address"""": """"3301 W DRAVUS ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98199""""}'}""";7;MAGNOLIA / QUEEN ANNE;1953;1;1;20811;0;20811;K-12 School;K-12 School;20811;;;;;;82.00;57.60;71,7;112,9;130,4;1198630;1492158;0;152984;522002;6766;676649;0;39.58;1,79;Yes;;Compliant;;;33;;27;18235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28022;2015;Multifamily LR (1-4);Low-Rise Multifamily;BLUE RIDGE APTS;6824100066;"""{'latitude': '47.69949844'";'longitude': '-122.3683877';"'human_address': '{""""address"""": """"9600 9TH AVE NW""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98117""""}'}""";6;BALLARD;1986;1;4;28328;0;28328;Multifamily Housing;Multifamily Housing;28328;;;;;;65.00;25.00;28;78,6;87,9;708928;793041;0;207775;708958;0;0;0;4.94;0,07;No;;Compliant;;;3;;32;18798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28025;2015;Nonresidential COS;Non-Refrigerated Warehouse;CSC Meter Shop (G);6834700175;"""{'latitude': '47.59455098'";'longitude': '-122.3218127';"'human_address': '{""""address"""": """"1010 8TH AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98134""""}'}""";2;GREATER DUWAMISH;1967;1;2;22058;0;22058;"""Non-Refrigerated Warehouse";"Office""";Non-Refrigerated Warehouse;12644;Office;7286;;;;1.00;88;108,8;173,6;204,1;1754069;2168416;0;227038;774685;9794;979416;0;57,42;2.45;No;;Compliant;;;27;;22;19584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28027;2015;Multifamily MR (5-9);Mid-Rise Multifamily;POINT ELLIOTT CONDOMINIUM;6837730000;"""{'latitude': '47.58839643'";'longitude': '-122.380456';"'human_address': '{""""address"""": """"1661 HARBOR AVE SW""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98126""""}'}""";1;SOUTHWEST;1998;1;6;42188;0;42188;Multifamily Housing;Multifamily Housing;42188;;;;;;;37.30;42;78,6;85,9;1573089;1773675;0;233520;796803;7763;776320;0;46.78;1,03;No;;Compliant;;;41;;49;18795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28028;2015;Multifamily MR (5-9);Mid-Rise Multifamily;POINT NAUTICA CONDOMINIUM;6837740000;"""{'latitude': '47.5946761'";'longitude': '-122.3849797';"'human_address': '{""""address"""": """"1005 HARBOR AVE SW""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98116""""}'}""";1;SOUTHWEST;1998;1;6;36730;0;36730;Multifamily Housing;Multifamily Housing;36730;;;;;;;25.70;28,8;60,2;66,1;942962;1059178;0;171272;584403;3586;358583;0;23.12;0,56;No;;Compliant;;;2;;49;18795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28029;2015;NonResidential;Refrigerated Warehouse;PLYMOUTH POULTRY;7376600690;"""{'latitude': '47.5625932'";'longitude': '-122.3234604';"'human_address': '{""""address"""": """"4500 7TH AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98108""""}'}""";2;GREATER DUWAMISH;1970;1;1;22890;0;22890;"""Office";"Refrigerated Warehouse""";Refrigerated Warehouse;43452;Office;2890;;;;;204,8;196;600;572,5;9489361;9083012;0;2502113;8537564;9522;952151;0;110,09;3.20;No;;Compliant;;;22;;36;18388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28030;2015;NonResidential;Other;SUNNY ARMS COOP;7376600720;"""{'latitude': '47.56153967'";'longitude': '-122.3236818';"'human_address': '{""""address"""": """"707 S SNOQUALMIE ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98108""""}'}""";2;GREATER DUWAMISH;1907;1;5;36000;0;36000;Other;Other;36000;;;;;;;31.00;38,1;54,5;63,8;1116040;1369891;0;110728;377821;7382;738235;0;41.84;1,12;No;;Compliant;;;22;;36;18388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28033;2015;NonResidential;"""Distribution Center";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
;;7376600765;"""{'latitude': '47.5615921'";'longitude': '-122.32601929';;"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98108""""}'}""";2;GREATER DUWAMISH;1971;1;1;28320;0;28320;;"Parking""";;28320;Parking;0;;;;30.00;64.20;74.50;144.80;155,6;1817550;2108965;0;307310;1048584;7690;769010;0;48,15;1.54;No;;Compliant;;;22;;36;18388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28035;2015;Multifamily LR (1-4);Low-Rise Multifamily;TRACY ANN APTS. - NORTH;4315700815;"""{'latitude': '47.54091865'";'longitude': '-122.394345';"'human_address': '{""""address"""": """"6790 MURRAY AVE SW""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98136""""}'}""";1;SOUTHWEST;1964;1;3;26498;0;26498;"""Multifamily Housing";"Parking""";Multifamily Housing;25898;Parking;600;;;;73.00;27,5;31;86,3;97,2;712149;801617;0;208719;712178;0;0;0;4,96;0.07;No;;Compliant;;;37;;51;17916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28039;2015;Multifamily LR (1-4);Low-Rise Multifamily;OLYMPIC MANOR APTS & SHOPS;4319200655;"""{'latitude': '47.53588288'";'longitude': '-122.3770386';"'human_address': '{""""address"""": """"3504 SW WEBSTER ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98126""""}'}""";1;SOUTHWEST;1978;1;3;28683;0;28683;;;;;;;;;;40.20;44,2;98,7;110,3;1151953;1267353;0;227487;776218;3758;375767;0;25.37;0,77;No;;Compliant;;;37;;51;19581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28045;2015;Multifamily MR (5-9);Mid-Rise Multifamily;TRESSA APARTMENTS BUILDING 1;4340200000;"""{'latitude': '47.7317276'";'longitude': '-122.34696198';"'human_address': '{""""address"""": """"14100 LINDEN AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98133""""}'}""";5;NORTHWEST;2010;1;6;375502;137061;238441;"""Multifamily Housing";"Retail Store""";Multifamily Housing;352633;Retail Store;6655;;;;;24,7;25,3;70,6;72,1;8890235;9094326;0;2248459;7672061;12185;1218492;0;118,2;0.23;No;;Compliant;;116;6;1;33;19582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28046;2015;Multifamily LR (1-4);Low-Rise Multifamily;LINDEN PARK CONDOMINIUM;4340300000;"""{'latitude': '47.72829128'";'longitude': '-122.3485027';"'human_address': '{""""address"""": """"13717 LINDEN AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98133""""}'}""";5;NORTHWEST;1982;1;3;96869;0;96869;"""Multifamily Housing";"Parking""";Multifamily Housing;84327;Parking;10034;;;;87.00;28,9;30,2;90,7;94,8;2436403;2545414;0;714069;2436503;0;0;0;16,99;0.07;No;;Compliant;;116;6;1;32;19582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28048;2015;Multifamily LR (1-4);Low-Rise Multifamily;MERIDIAN PLACE APTS (BLDGS E & F);4358700215;"""{'latitude': '47.70705966'";'longitude': '-122.335287';"'human_address': '{""""address"""": """"1800 N 107TH ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98133""""}'}""";5;NORTHWEST;1986;1;3;51908;9863;42045;Multifamily Housing;Multifamily Housing;51337;;;;;;72.00;24.60;26;77,3;81,5;1264050;1333235;0;370472;1264103;0;0;0;8.81;0,07;No;;Compliant;;134;46;1;34;19582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28049;2015;Multifamily LR (1-4);Low-Rise Multifamily;MERIDIAN PLACE APTS (BLDG A);4358700216;"""{'latitude': '47.7070705'";'longitude': '-122.3344336';"'human_address': '{""""address"""": """"10701 MERIDIAN AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98133""""}'}""";5;NORTHWEST;1987;1;4;46339;10061;36278;Multifamily Housing;Multifamily Housing;42842;;;;;;70.00;25.10;26,5;78,9;83,3;1076693;1135932;0;315561;1076738;0;0;0;7.51;0,06;No;;Compliant;;134;46;1;34;19582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28050;2015;Multifamily LR (1-4);Low-Rise Multifamily;MERIDIAN PLACE APTS (BLDG B);4358700220;"""{'latitude': '47.70720418'";'longitude': '-122.334641';"'human_address': '{""""address"""": """"10711 MERIDIAN AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98133""""}'}""";5;NORTHWEST;1987;1;4;43245;4934;38311;Multifamily Housing;Multifamily Housing;43288;;;;;;79.00;23.20;24,8;72,8;77,9;1004253;1073692;0;294330;1004294;0;0;0;7;0,06;No;;Compliant;;134;46;1;34;19582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28051;2015;Multifamily LR (1-4);Low-Rise Multifamily;MERIDIAN PLACE (BLDGS C & D);4358700225;"""{'latitude': '47.70761852'";'longitude': '-122.3351002';"'human_address': '{""""address"""": """"10721 MERIDIAN AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98133""""}'}""";5;NORTHWEST;1989;1;4;56800;0;56800;Multifamily Housing;Multifamily Housing;59039;;;;;;60.00;29.80;31,4;93,5;98,6;1757541;1853632;0;515106;1757614;0;0;0;12.25;0,08;No;;Compliant;;134;46;1;34;19582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28053;2015;NonResidential;Worship Facility;CONGREGATION BETH SHALOM;4361200005;"""{'latitude': '47.67808366'";'longitude': '-122.2900312';"'human_address': '{""""address"""": """"6800 35TH AVE NE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98115""""}'}""";4;NORTHEAST;1955;1;1;29079;0;29079;Worship Facility;Worship Facility;29079;;;;;;81.00;29.40;34,1;65;69,9;855670;992357;0;138920;474016;3817;381674;0;23.58;0,74;No;;Compliant;;;55;;48;18792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28064;2015;Multifamily LR (1-4);Low-Rise Multifamily;THE VILLAGE WEST APTS;4365700545;"""{'latitude': '47.52141906'";'longitude': '-122.3625253';"'human_address': '{""""address"""": """"2200 SW BARTON ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98106""""}'}""";1;DELRIDGE;1968;1;4;40940;0;40940;;;;;;;;;50.00;30.50;32,4;95,9;101,6;1250592;1324891;0;366528;1250644;0;0;0;8.72;0,08;No;;Compliant;;;54;;14;18385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28066;2015;NonResidential;Small- and Mid-Sized Office;OFFICE BUILDING;4385700325;"""{'latitude': '47.63442612'";'longitude': '-122.28053284';"'human_address': '{""""address"""": """"4020 E MADISON ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98112""""}'}""";3;EAST;1982;1;3;28848;9616;19232;"""Office";"Parking""";Office;19232;Parking;9616;;;;81.00;38,4;41,2;120,7;129,3;738990;792236;0;216586;739020;0;0;0;5,15;0.07;No;;Compliant;;;31;;6;18789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28067;2015;Multifamily LR (1-4);Low-Rise Multifamily;COLONY SURF APTS;7377600010;"""{'latitude': '47.52001884'";'longitude': '-122.2601961';"'human_address': '{""""address"""": """"9551 RAINIER AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98118""""}'}""";2;SOUTHEAST;1967;1;4;42816;0;42816;Multifamily Housing;Multifamily Housing;42816;;;;;;54.00;30.00;33,3;94,2;104,7;1285055;1427360;0;376628;1285108;0;0;0;8.96;0,08;No;;Compliant;;;52;;46;18800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28068;2015;Multifamily HR (10+);High-Rise Multifamily;ROLLIN STREET;7398000000;"""{'latitude': '47.61911774'";'longitude': '-122.33808136';"'human_address': '{""""address"""": """"120 WESTLAKE AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;LAKE UNION;2007;1;11;399935;91905;308030;;;;;;;;;57.00;48.00;50,5;101,4;102,5;14364074;15112645;0;2136403;7289710;70747;7074668;0;426.55;0,99;No;;Compliant;;;56;;10;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28081;2015;NonResidential;Small- and Mid-Sized Office;BROWN BEAR CAR WASH;7442000545;"""{'latitude': '47.65566658'";'longitude': '-122.3621662';"'human_address': '{""""address"""": """"3977 LEARY WAY NW""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98107""""}'}""";6;BALLARD;1988;1;2;20535;0;20535;"""Distribution Center";"Office""";Office;13600;Distribution Center;8200;;;;6.00;90,7;100,8;216,3;227;1976663;2198029;0;370233;1263286;7134;713429;0;46,7;2.01;No;;Compliant;;;20;;2;18386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
28086;2015;NonResidential;Other;ENVIRONMENTAL LAB - KING COUNTY;7442001430;"""{'latitude': '47.65239905'";'longitude': '-122.3616659';"'human_address': '{""""address"""": """"322 W EWING ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98119""""}'}""";7;MAGNOLIA / QUEEN ANNE;1985;1;2;43025;0;43025;"""Laboratory";"Other""";Laboratory;29527;Other;13498;;;;;232,4;266,2;515,9;551,5;9997511;11455316;0;1640688;5598260;43995;4399484;0;272,68;5.78;No;;Compliant;;;50;;39;19575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
